Trap #,Date Set (mm/dd/yy),Time Set,Date Pulled (mm/dd/yy),Time Pulled,UTM Zone,UTM Easting,UTM Northing,Trap Type, Bait ,Depth m,Temp C,Secchi Depth m,Burbot Captured Y/N,No. Burbot Captured,Len (mm),Wt (kg),Girth (mm),Tag Applied (Y/N),Tag No. / Colour,Recap (Y/N),Tag No. / Colour,Fate (D/L),Decompression Stress (Y/N),Treatment,Sacrificed (Y/N),Sacrificed Code,Comments,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len
H-7,8-Jul-11,1043,10-Jul-11,1132,10U,477600,5986639,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-8,8-Jul-11,1153,10-Jul-11,1336,10U,477582,5987072,Hoop Trap L,NSC,13,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-9,8-Jul-11,1334,10-Jul-11,1236,10U,477568,5986687,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-11,8-Jul-11,1031,10-Jul-11,1126,10U,477443,5986599,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,8-Jul-11,0846,10-Jul-11,1012,10U,477258,5986411,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-14,8-Jul-11,1016,10-Jul-11,1116,10U,477256,5986531,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-20,8-Jul-11,1053,10-Jul-11,1040,10U,477715,5986630,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-22,8-Jul-11,1341,10-Jul-11,1429,10U,477533,5986358,Hoop Trap L,NSC,10,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-24,8-Jul-11,1347,10-Jul-11,1141,10U,477696,5986843,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-25,8-Jul-11,1044,10-Jul-11,1226,10U,477578,5986841,Hoop Trap L,NSC,14,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-26,8-Jul-11,1139,10-Jul-11,1347,10U,477555,5987123,Hoop Trap L,NSC,11,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-28,8-Jul-11,1134,10-Jul-11,1311,10U,477282,5987025,Hoop Trap L,NSC,13,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-29,8-Jul-11,1028,10-Jul-11,1328,10U,477293,5986961,Hoop Trap L,NSC,10,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-30,8-Jul-11,1357,10-Jul-11,1322,10U,477321,5987113,Hoop Trap L,NSC,3.8,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-31,8-Jul-11,1350,10-Jul-11,1248,10U,477279,5987042,Hoop Trap L,NSC,13,15,3,,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-91,8-Jul-11,0857,10-Jul-11,1418,10U,477518,5986608,Hoop Trap L,NSC,3.5,16,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-16,8-Jul-11,0904,10-Jul-11,1021,10U,477444,5986505,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23,8-Jul-11,0912,10-Jul-11,1032,10U,477728,5986587,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,"NFC, Trap reset in same general location. Fresh bait added. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9-Jul-11,1458,11-Jul-11,1020,10U,476777,5985890,Cod Trap,6pc NSC,16,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9-Jul-11,1445,11-Jul-11,0934,10U,476610,5986127,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9-Jul-11,1508,11-Jul-11,1025,10U,476968,5985888,Cod Trap,NSC,16,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9-Jul-11,1519,11-Jul-11,1033,10U,477171,5985794,Cod Trap,5pc NSC,14,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9-Jul-11,1450,11-Jul-11,0942,10U,476659,5985945,Cod Trap,4pc NSC,16,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9-Jul-11,1058,11-Jul-11,0843,10U,474835,5986235,Cod Trap,2pc NSC,3,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9-Jul-11,1013,11-Jul-11,1049,10U,476776,5986142,Cod Trap,NSC,16,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9-Jul-11,1033,11-Jul-11,0847,10U,475041,5986222,Cod Trap,NSC,2.7,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9-Jul-11,1001,11-Jul-11,1043,10U,476363,5985968,Cod Trap,NSC,14,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9-Jul-11,1555,11-Jul-11,1210,10U,476811,5986315,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9-Jul-11,1107,11-Jul-11,0927,10U,476631,5986260,Cod Trap,3pc NSC,15,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,9-Jul-11,1435,11-Jul-11,0855,10U,475442,5986177,Cod Trap,NSC,5.4,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,9-Jul-11,1152,11-Jul-11,1056,10U,477322,5985947,Cod Trap,4pc NSC,14,17,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,9-Jul-11,1223,11-Jul-11,1522,10U,476680,5986415,Cod Trap,NSC,11,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,9-Jul-11,1418,11-Jul-11,1205,10U,476896,5986672,Cod Trap,NSC,6.6,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,9-Jul-11,1216,11-Jul-11,1147,10U,477020,5986232,Cod Trap,NSC,15,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,9-Jul-11,1310,11-Jul-11,1537,10U,477108,5986334,Cod Trap,NSC,16,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,9-Jul-11,1332,11-Jul-11,1153,10U,477171,5986310,Cod Trap,6pc NSC,15,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,9-Jul-11,1541,11-Jul-11,1037,10U,477247,5985859,Cod Trap,5pc NSC,11,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,9-Jul-11,1320,11-Jul-11,1200,10U,477088,5986645,Cod Trap,3pc NSC,13,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-10,10-Jul-11,0844,11-Jul-11,1315,10U,476800,5986510,Hoop Trap L,NSC,10,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-12,10-Jul-11,0931,11-Jul-11,1331,10U,476853,5986549,Hoop Trap L,3pc NSC,10,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,10-Jul-11,0948,11-Jul-11,1342,10U,476981,5986567,Hoop Trap L,4pc NSC,12,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-21,10-Jul-11,0925,11-Jul-11,1322,10U,476879,5986490,Hoop Trap L,4pc NSC,12,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-7,10-Jul-11,1139,12-Jul-11,0915,10U,477585,5986624,Hoop Trap L,NSC,15,15,3,Y,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-8,10-Jul-11,1344,12-Jul-11,1055,10U,477565,5987065,Hoop Trap L,4pc NSC,13,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-11,10-Jul-11,1132,12-Jul-11,0903,10U,477421,5986591,Hoop Trap L,4pc NSC,15,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,10-Jul-11,1019,12-Jul-11,0813,10U,477243,5986409,Hoop Trap L,NSC,15,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-14,10-Jul-11,1122,12-Jul-11,0900,10U,477240,5986521,Hoop Trap L,NSC,15,15,3,Y,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-16,10-Jul-11,1047,12-Jul-11,0840,10U,477685,5986520,Hoop Trap L,4pc NSC,15,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-19,10-Jul-11,1435,12-Jul-11,1041,10U,477470,5987192,Hoop Trap L,NSC,10,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-20,10-Jul-11,1148,12-Jul-11,0917,10U,477759,5986681,Hoop Trap L,4pc NSC,15,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-22,10-Jul-11,1232,12-Jul-11,1022,10U,477664,5986810,Hoop Trap L,4pc NSC,14,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-25,10-Jul-11,1317,12-Jul-11,1002,10U,477306,5986831,Hoop Trap L,NSC,13,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-26,10-Jul-11,1335,12-Jul-11,1035,10U,477363,5987065,Hoop Trap L,NSC,10,15,3,N,0,,,,,,,,,,,,,NBC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-28,10-Jul-11,1329,12-Jul-11,1029,10U,477186,5987037,Hoop Trap L,NSC,3.8,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-29,10-Jul-11,1254,12-Jul-11,0955,10U,477186,5986749,Hoop Trap L,4pc NSC,13,15,3,Y,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-30,10-Jul-11,1405,12-Jul-11,1111,10U,477726,5987229,Hoop Trap L,NSC,3.6,13,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-31,10-Jul-11,1424,12-Jul-11,1050,10U,477512,5987332,Hoop Trap L,NSC,3.5,16,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-27,10-Jul-11,1028,12-Jul-11,0821,10U,477363,5986426,Hoop Trap L,4pc NSC,15,15,3,N,0,,,,,,,,,,,,,NFC. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23-Jun-11,1153,25-Jun-11,1253,10U,476630,5986112,Cod Trap,5pc NSC,15,16,3,Y,1,610,2.16,295,Y,Orange FWPG 02336,N,,L,N,ROSB,N,,"Fish released over side of boat. Trap reset in same general location, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23-Jun-11,1214,25-Jun-11,1319,10U,476907,5985824,Cod Trap,4pc NSC,15,15,3,Y,1,500,1.16,225,Y,Orange FWPG 02335,N,,L,N,ROSB,N,,"Fish released over side of boat, Good Cond. Trap reset in same general location, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,23-Jun-11,0823,25-Jun-11,0841,10U,474822,5986255,Cod Trap,4 NSC,1.9,15,3,Y,1,320,0.47,130,Y,Orange FWPG 02338,N,,L,N,ROSB,N,,"Sunny, slight wind. Fish released over side of boat. Trap reset in same general location. NSC sacrificed, and used as bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23-Jun-11,1243,25-Jun-11,1351,10U,477284,5986889,Cod Trap,NSC,12,15,3,Y,1,500,1.06,220,N,,N,,L,Y,N/A,Y,111,"Fish suffering from extreme decompression stress, was sacrificed after failed attempts to revive. Trap set in same general location, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,25-Jun-11,1336,27-Jun-11,1228,10U,477132,5985782,Cod Trap,NSC,15,15,3,Y,1,510,0.95,220,N,,N,,L,N/A,N/A,Y,113," Old bait removed, new bait added. Trap reset in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,25-Jun-11,1001,27-Jun-11,0851,10U,476898,5986197,Cod Trap,NSC,15,14,3,Y,1,755,2.35,300,N,,N,,L,N,N/A,Y,112," Old bait removed, new bait added. Trap reset in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,25-Jun-11,0934,27-Jun-11,0822,10U,476800,5986202,Cod Trap,NSC,15,14,3,Y,1,580,1.8,280,Y,Orange FWPG 02330,N,,L,N,ROSB,N,," Fish released over side of boat. Old bait removed, fresh bait added. Trap set in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,25-Jun-11,0857,27-Jun-11,0743,10U,474950,5986210,Cod Trap,NSC,5.8,14,3,Y,1,450,0.86,185,Y,Orange FWPG 02333,N,,L,N,ROSB,N,,"BB released over side of boat. Fish  strong and healthy at release. Trap set in same general location. Old bait removed, new bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,25-Jun-11,1410,27-Jun-11,1300,10U,476824,5986315,Cod Trap,NSC,15,15,3,Y,1,510,0.84,200,N,,N,,L,N,N/A,Y,114," Old bait removed, new bait added. Trap reset in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,26-Jun-11,0958,28-Jun-11,0926,10U,476983,5986520,Hoop Trap L,NSC,13,14,3,Y,1,580,1.6,250,N,,N,,L,N,N/A,Y,115," Old bait removed, new bait added. Trap reset in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,27-Jun-11,0831,29-Jun-11,0927,10U,476808,5986205,Cod Trap,NSC,15,15,3,Y,1,570,1.59,270,N,,N,,L,N,N/A,Y,116,"Old bait removed, new bait added. Trap reset in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,27-Jun-11,0945,29-Jun-11,1041,10U,476686,5986417,Cod Trap,NSC,11,15,3,Y,1,530,1.35,240,Y,Orange FWPG 02327,N,,L,Y,RITB,N,," BB released in Trap Box. Old bait removed, Fresh bait added. Trap reset in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,27-Jun-11,0939,29-Jun-11,1034,10U,476994,5986213,Cod Trap,NSC,15,15,3,Y,1,590,1.72,270,N,,N,,L,N,N/A,Y,117," Old bait removed, new bait added. Trap reset in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-17,28-Jun-11,0938,30-Jun-11,1007,10U,476981,5986525,Hoop Trap L,NSC,13,15,3,Y,1,650,1.93,N/A,N,,N,,L,N,N/A,Y,118,"Fish tagged 2624=0118 for ID purposes. Old bait removed, new bait added. Trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-21,28-Jun-11,0924,30-Jun-11,0953,10U,476912,5986491,Hoop Trap L,NSC,13,15,3,Y,1,680,2.27,280,Y,Orange FWPG 02614,N,,L,N,ROSB,N,,"Fish vigorous and healthy at release. Old bait removed, fresh bait added. Trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,29-Jun-11,1229,1-Jul-11,1149,10U,476631,5986351,Cod Trap,NSC,13,16,3,Y,1,600,1.49,250,Y,Orange FWPG 02326,N,,L,N,ROSB,N,,"Fish released. Old bait removed, new bait added. Trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1-Jul-11,1158,3-Jul-11,1217,10U,476632,5986355,Cod Trap,NSC,13,16,3,Y,1,580,1.56,250,Y,Orange FWPG 02325,N,,L,N,ROSB,N,,"Fish released. Old bait removed, new bait added. Trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1-Jul-11,1042,3-Jul-11,1102,10U,476064,5986212,Cod Trap,NSC,12,16,3,Y,1,560,1.59,260,N,,N,,L,N,N/A,Y,124,"Sacrificed. Old bait removed, fresh bait added. Trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1-Jul-11,1057,3-Jul-11,1115,10U,476994,5986604,Cod Trap,NSC,13,16,3,Y,1,820,3.87,360,Y,Orange FWPG 02622,N,,L,N,ROSB,N,,"BB released over side of boat. Fish  vigorous and healthy at release. Trap set in same general location. Old bait removed, new bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-21,2-Jul-11,1055,4-Jul-11,0944,10U,476916,5986497,Hoop Trap L,NSC,13,15,3,Y,1,470,0.85,220,N,,N,,L,N,N/A,Y,125,"Sacrificed. Old bait removed, fresh bait added. Trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-24,2-Jul-11,1451,4-Jul-11,1340,10U,477676,5987037,Hoop Trap L,NSC,12,15,3,Y,1,530,1.00,210,Y,Orange FWPG 02610,N,,L,N,ROSB,N,,"BB appeared to have a lamprey mark on left side. Old bait removed, fresh bait added. Trap reset in same general location. Fish was vigorous and healthy at release.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3-Jul-11,1226,5-Jul-11,1312,10U,476637,5986358,Cod Trap,NSC,12.7,16,3,Y,1,805,3.76,360,N,,N,,L,N,,Y,126,"BB sacrificed. Old bait removed, new bait added. Trap reset in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3-Jul-11,1230,5-Jul-11,1319,10U,476888,5986642,Cod Trap,NSC,7.1,16,3,Y,1,450,0.89,190,N,,Y,Orange FWPG 02953,L,N,ROSB,N,," Old bait removed, fresh bait added. Trap reset in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3-Jul-11,1219,5-Jul-11,1304,10U,476468,5986381,Cod Trap,NSC,9.4,16,3,Y,1,665,2.24,300,Y,Orange FWPG 02332,N,,L,N,ROSB,N,,"BB released over side of boat. Fish  strong and healthy at release. Trap set in same general location. Old bait removed, new bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-25,4-Jul-11,1041,6-Jul-11,1102,10U,477407,5986896,Hoop Trap L,NSC,13,15,3,Y,1,670,1.95,270,Y,Orange FWPG 02611,N,,L,N,ROSB,N,,"Fish very weak upon release. Fish last seen at surface reviving. Old bait removed, fresh bait added. Trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-31,4-Jul-11,1349,6-Jul-11,1410,10U,477496,5987354,Hoop Trap L,NSC,3,15,3,Y,1,250,0.3,100,Y,Orange FWPG 02609,N,,L,N,ROSB,N,,"Fish very small to be tagged. Was vigorous and healthy at release. Old bait removed, fresh bait added. NSC not kept for bait. Trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,5-Jul-11,1330,7-Jul-11,1431,10U,476889,5986643,Cod Trap,NSC,7.1,16,3,Y,1,485,0.99,190,N,,Y,Orange FWPG 02128,L,N,ROSB,N,," Old bait removed, fresh bait added. Trap reset in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-29,6-Jul-11,1055,8-Jul-12,1022,10U,477247,5986802,Hoop Trap L,NSC,13,15,3,Y,1,600,1.7,240,Y,Orange FWPG 02612,N,,L,N,ROSB,N,," Old bait removed, fresh bait added. Trap set in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-91,6-Jul-11,0922,8-Jul-12,0851,10U,477521,5986453,Hoop Trap L,NSC,14,15,3,Y,1,610,1.76,290,N,,N,,L,N,,Y,129,"BB sacrificed. Old bait removed, new bait added. Trap reset in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23,6-Jul-11,0937,8-Jul-12,0906,10U,477808,5986629,Hoop Trap L,NSC,15,15,3,Y,1,700,2.47,310,N,,N,,L,N,,Y,130,"BB sacrificed. Old bait removed, new bait added. Trap reset in same general area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7-Jul-11,1342,9-Jul-11,1311,10U,477043,5986624,Cod Trap,NSC,13,16,3,Y,1,550,1.44,220,Y,Orange FWPG 02621,N,,L,N,ROSB,N,,"BB released over side of boat. Fish  vigorous and healthy at release. Trap set in same general location. Old bait removed, new bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-27,8-Jul-11,0849,10-Jul-11,1359,10U,477632,5986773,Hoop Trap L,NSC,3.6,13,3,Y,1,730,2.2,300,N,,N,,L,N,,Y,131,"Reached 21 sacrifices.. Old bait and removed, fresh bait added. Trap set in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9-Jul-11,1144,11-Jul-11,1056,10U,476902,5986172,Cod Trap,NSC,16,16,3,Y,1,500,1.05,200,Y,Orange FWPG 02500,N,,L,N,ROSB,N,,Fish healthy and vigorous at release. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,9-Jul-11,1407,11-Jul-11,1512,10U,476624,5986339,Cod Trap,NSC,13,16,3,Y,1,640,2.06,280,Y,Orange FWPG 02605,N,,L,N,ROSB,N,,Fish released healthy and vigorous. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,9-Jul-11,1249,11-Jul-11,1454,10U,476133,5986253,Cod Trap,3pc NSC,11,16,3,Y,1,570,1.72,260,Y,Orange FWPG 02607,N,,L,N,ROSB,N,,Fish released healthy and vigorous. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,9-Jul-11,1354,11-Jul-11,1350,10U,476504,5986367,Cod Trap,NSC,10,16,3,Y,1,520,1.05,200,Y,Orange FWPG 02606,N,,L,N,ROSB,N,,Fish released healthy and vigorous. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-18,10-Jul-11,0953,11-Jul-11,1252,10U,476749,5986470,Hoop Trap L,NSC,10,16,3,Y,1,480,0.96,200,Y,Orange FWPG 02499,N,,L,N,ROSB,N,,Fish healthy and vigorous at release. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-9,10-Jul-11,1241,12-Jul-11,1009,10U,477539,5987620,Hoop Trap L,NSC,15,15,3,Y,1,630,2.57,300,Y,Orange FWPG 02496,N,,L,N,ROSB,N,,Fish healthy and vigorous at release. Trap pulled for season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
